age_head,sex_head,edu_group,marital_head,household_size,urban,region,consumption_pc,consumption_per_member,nonfood_share,welfare_ratio,age_group,hh_size_group,education_head,target,welfare_pc,hpline,spline,wgt
15.0,0.0,0,,5.0,0.0,1,4666.385416666667,55996.625,1.0,2.5984442354801542,0.0,1.0,1.0,2,79542.1640625,30611.45703125,42584.00390625,1010.15031048242
15.0,1.0,0,,4.0,0.0,1,4840.2392578125,58082.87109375,1.0,2.029726921331155,0.0,1.0,1.0,2,62132.8984375,30611.45703125,42584.00390625,1010.15031048242
15.0,1.0,0,,2.0,0.0,1,14568.490885416666,174821.890625,1.0,6.093895348874304,0.0,0.0,1.0,2,186543.015625,30611.45703125,42584.00390625,1262.68793000973
15.0,1.0,0,,5.0,0.0,2,3416.75859375,41001.103125,1.0,1.786284572527162,0.0,1.0,1.0,2,54680.7734375,30611.45703125,41245.17578125,888.204708946794
15.0,1.0,0,,4.0,1.0,1,31491.588541666668,377899.0625,1.0,10.0,0.0,1.0,1.0,2,429130.03125,30611.45703125,46233.65234375,2537.55876907565
15.0,0.0,0,,5.0,1.0,1,25286.6125,303439.35,1.0,10.0,0.0,1.0,1.0,2,330047.8125,30611.45703125,46233.65234375,2603.38347395626
15.0,0.0,0,,7.0,0.0,3,2274.2144717261904,27290.573660714286,1.0,1.1495084624795173,0.0,2.0,1.0,1,35188.12890625,30611.45703125,41684.78515625,582.636367548126
15.0,1.0,0,,4.0,0.0,1,6259.481119791667,75113.7734375,1.0,3.7893287758757603,0.0,1.0,1.0,2,115996.875,30611.45703125,42584.00390625,710.01376308138
15.0,1.0,0,,1.0,0.0,4,31141.53125,373698.375,1.0,10.0,0.0,0.0,1.0,2,432671.5,30611.45703125,40558.76171875,910.868272918113
15.0,0.0,0,,5.0,0.0,4,2625.07265625,31500.871875,1.0,1.6526932254352786,0.0,1.0,1.0,2,50591.34765625,30611.45703125,40558.76171875,4554.34181919407
15.0,0.0,0,,3.0,1.0,3,4484.881944444444,53818.583333333336,1.0,2.289946332134376,0.0,1.0,2.0,2,70098.59375,30611.45703125,43537.83203125,836.81621384294
