age_head,sex_head,edu_group,marital_head,household_size,urban,region,consumption_pc,consumption_per_member,nonfood_share,welfare_ratio,age_group,hh_size_group,education_head,target,welfare_pc,hpline,spline,wgt
15.0,1.0,0,,1.0,0.0,2,9879.739583333334,118556.875,1.0,5.0051143790245,0.0,0.0,1.0,2,153213.84375,30611.45703125,41245.17578125,888.204769776538
15.0,1.0,0,,1.0,1.0,4,51664.973958333336,619979.6875,1.0,10.0,0.0,0.0,1.0,2,801214.375,30611.45703125,43190.125,5190.22197522864
15.0,1.0,0,,1.0,1.0,1,38201.546875,458418.5625,1.0,10.0,0.0,0.0,1.0,2,530761.375,30611.45703125,46233.65234375,7810.1511994899
15.0,0.0,0,,6.0,0.0,3,3555.2779947916665,42663.3359375,1.0,1.4891954133288279,0.0,2.0,1.0,2,45586.44140625,30611.45703125,41684.78515625,5243.72749416039
15.0,1.0,0,,6.0,0.0,3,3756.598090277778,45079.177083333336,1.0,2.085935834124606,0.0,2.0,1.0,2,63853.53515625,30611.45703125,41684.78515625,5243.72689823317
15.0,0.0,0,,4.0,0.0,3,11057.052083333334,132684.625,1.0,5.798759221711949,0.0,1.0,1.0,2,177508.46875,30611.45703125,41684.78515625,524.372749416039
15.0,0.0,0,,10.0,1.0,4,1773.8692708333333,21286.43125,1.0,0.9045563261202371,0.0,3.0,1.0,0,27689.787109375,30611.45703125,43190.125,1482.92068770237
15.0,0.0,0,,9.0,0.0,4,4993.7337962962965,59924.805555555555,1.0,2.348486505448264,0.0,3.0,1.0,2,71890.59375,30611.45703125,40558.76171875,828.062093840921
15.0,0.0,0,,3.0,1.0,4,7236.580295138889,86838.96354166667,1.0,3.2219827313941,0.0,1.0,1.0,2,98629.5859375,30611.45703125,43190.125,1038.04436050736
15.0,0.0,0,,4.0,0.0,3,5892.580078125,70710.9609375,1.0,3.2969860523780095,0.0,1.0,2.0,2,100925.546875,30611.45703125,41684.78515625,327.732968385024
15.0,0.0,0,,10.0,0.0,2,3473.1135416666666,41677.3625,1.0,1.7501442283213764,0.0,3.0,1.0,2,53574.46484375,30611.45703125,41245.17578125,2220.51168112237
15.0,1.0,0,,4.0,0.0,4,2450.5467122395835,29406.560546875,1.0,1.2646504519281678,0.0,1.0,1.0,1,38712.79296875,30611.45703125,40558.76171875,910.868272918113
15.0,1.0,0,,6.0,0.0,4,4277.686197916667,51332.234375,1.0,2.0657649243613214,0.0,2.0,1.0,2,63236.07421875,30611.45703125,40558.76171875,1297.55549380716
15.0,1.0,0,,2.0,1.0,4,7749.376302083333,92992.515625,1.0,3.696336122109101,0.0,0.0,1.0,2,113150.234375,30611.45703125,43190.125,10380.4432596898
15.0,0.0,0,,1.0,1.0,1,8969.030598958334,107628.3671875,1.0,4.0753618979209305,0.0,0.0,1.0,2,124752.765625,30611.45703125,46233.65234375,1683.58385080404
15.0,0.0,0,,5.0,0.0,3,1738.43359375,20861.203125,1.0,1.0549498100754504,0.0,1.0,1.0,1,32293.55078125,30611.45703125,41684.78515625,5243.72749416039
15.0,0.0,0,,6.0,0.0,3,5886.465711805556,70637.58854166667,1.0,3.0496756665224276,0.0,2.0,1.0,2,93355.015625,30611.45703125,41684.78515625,5243.72749416039
15.0,1.0,0,,2.0,0.0,3,5552.977864583333,66635.734375,1.0,3.122385881613719,0.0,0.0,1.0,2,95580.78125,30611.45703125,41684.78515625,582.636330302674
15.0,0.0,0,,4.0,1.0,3,6691.311848958333,80295.7421875,1.0,3.923557522184874,0.0,1.0,1.0,2,120105.8125,30611.45703125,43537.83203125,836.816193239658
15.0,1.0,0,,4.0,0.0,2,2713.3572591145835,32560.287109375,1.0,1.2597547920745054,0.0,1.0,1.0,1,38562.9296875,30611.45703125,41245.17578125,807.458942444778
15.0,0.0,0,,5.0,0.0,3,2750.063541666667,33000.7625,1.0,1.4962563164093101,0.0,1.0,1.0,2,45802.5859375,30611.45703125,41684.78515625,5243.72749416039
15.0,0.0,0,,4.0,0.0,3,2451.275390625,29415.3046875,1.0,0.992836117706644,0.0,1.0,1.0,0,30392.16015625,30611.45703125,41684.78515625,5243.72749416039
15.0,1.0,0,,5.0,0.0,4,2159.7733072916667,25917.2796875,1.0,1.2242535059828115,0.0,1.0,1.0,1,37476.18359375,30611.45703125,40558.76171875,910.868348685363
15.0,0.0,0,,10.0,0.0,2,1746.3381510416666,20956.0578125,1.0,1.07648292937706,0.0,3.0,1.0,1,32952.7109375,30611.45703125,41245.17578125,683.234447648066
15.0,1.0,0,,3.0,0.0,2,6211.793402777777,74541.52083333333,1.0,2.8719771868503585,0.0,1.0,1.0,2,87915.40625,30611.45703125,41245.17578125,888.204708946794
15.0,0.0,0,,5.0,0.0,3,2313.25078125,27759.009375,1.0,1.0639736347693554,0.0,1.0,1.0,1,32569.783203125,30611.45703125,41684.78515625,1747.90906539893
15.0,1.0,0,,3.0,0.0,3,2532.055121527778,30384.661458333332,1.0,1.253623381666357,0.0,1.0,1.0,1,38375.23828125,30611.45703125,41684.78515625,655.466011260951
15.0,0.0,0,,5.0,0.0,4,7742.486458333334,92909.8375,1.0,3.713427353652438,0.0,1.0,1.0,2,113673.421875,30611.45703125,40558.76171875,1301.24054141752
15.0,1.0,0,,1.0,0.0,3,9020.161458333334,108241.9375,1.0,4.569648848540547,0.0,0.0,1.0,2,139883.609375,30611.45703125,41684.78515625,582.636367548126
15.0,0.0,0,,7.0,0.0,3,601.8345424107143,7222.014508928572,1.0,0.27920771851531795,0.0,2.0,2.0,0,8546.955078125,30611.45703125,41684.78515625,7531.34571061014
15.0,0.0,0,,3.0,0.0,1,8908.361979166666,106900.34375,1.0,4.459668070050876,0.0,1.0,1.0,2,136516.9375,30611.45703125,42584.00390625,10101.5033945552
15.0,0.0,0,,4.0,0.0,2,2161.1824544270835,25934.189453125,1.0,1.1622136983280744,0.0,1.0,1.0,1,35577.0546875,30611.45703125,41245.17578125,8882.04769776538
15.0,1.0,0,,3.0,1.0,1,8872.775173611111,106473.30208333333,1.0,5.321087271628921,0.0,1.0,1.0,2,162886.234375,30611.45703125,46233.65234375,2525.37602764623
15.0,0.0,0,16.0,3.0,0.0,3,1982.101345486111,23785.216145833332,1.0,0.9922715185401504,0.0,1.0,2.0,0,30374.876953125,30611.45703125,41684.78515625,5243.72689823317
15.0,0.0,0,,6.0,0.0,3,3793.0017361111113,45516.020833333336,1.0,1.8415079729773358,0.0,2.0,1.0,2,56371.2421875,30611.45703125,41684.78515625,1747.90921438073
15.0,0.0,0,,5.0,0.0,3,1946.26640625,23355.196875,1.0,1.0962222707414109,0.0,1.0,1.0,1,33556.9609375,30611.45703125,41684.78515625,2510.44864152882
15.0,0.0,0,,5.0,1.0,2,6100.691666666667,73208.3,1.0,2.9112723700646703,0.0,1.0,1.0,2,89118.2890625,30611.45703125,44187.7421875,1268.86392206377
15.0,1.0,0,,4.0,0.0,1,4055.3277994791665,48663.93359375,1.0,2.219233428864525,0.0,1.0,1.0,2,67933.96875,30611.45703125,42584.00390625,1010.15031048242
15.0,1.0,0,,3.0,0.0,1,5875.031684027777,70500.38020833333,1.0,3.823512770251845,0.0,1.0,1.0,2,117043.296875,30611.45703125,42584.00390625,1122.38926180716
15.0,0.0,0,,8.0,1.0,1,29246.177083333332,350954.125,1.0,10.0,0.0,2.0,1.0,2,440844.0625,30611.45703125,46233.65234375,7810.15068107583
15.0,0.0,0,12.0,8.0,0.0,3,3144.6591796875,37735.91015625,1.0,1.7578840030406304,0.0,2.0,1.0,2,53811.390625,30611.45703125,41684.78515625,582.636330302674
15.0,0.0,0,,1.0,1.0,1,20827.328125,249927.9375,1.0,8.125250796493807,0.0,0.0,1.0,2,248725.765625,30611.45703125,46233.65234375,10101.5041105849
15.0,0.0,0,,4.0,0.0,3,1978.6324869791667,23743.58984375,1.0,1.0670450185049944,0.0,1.0,1.0,1,32663.802734375,30611.45703125,41684.78515625,2510.4484275525
15.0,0.0,0,,4.0,0.0,3,7086.227864583333,85034.734375,1.0,3.464221741936134,0.0,1.0,1.0,2,106044.875,30611.45703125,41684.78515625,5243.72749416039
15.0,0.0,0,,6.0,0.0,2,4160.495659722223,49925.947916666664,1.0,1.763990529995854,0.0,2.0,1.0,2,53998.3203125,30611.45703125,41245.17578125,1480.34120185457
15.0,0.0,0,,6.0,0.0,4,4419.427517361111,53033.130208333336,1.0,2.328314830040274,0.0,2.0,1.0,2,71273.109375,30611.45703125,40558.76171875,1012.07585188603
15.0,1.0,0,,4.0,0.0,1,4386.707682291667,52640.4921875,1.0,2.030983344292687,0.0,1.0,1.0,2,62171.359375,30611.45703125,42584.00390625,1683.58401843082
15.0,1.0,0,,2.0,1.0,1,13948.303385416666,167379.640625,1.0,7.492806831796663,0.0,0.0,1.0,2,229365.734375,30611.45703125,46233.65234375,6536.23516698785
15.0,0.0,0,,5.0,0.0,2,5302.185416666666,63626.225,1.0,2.3916946435368804,0.0,1.0,1.0,2,73213.2578125,30611.45703125,41245.17578125,2960.68240370914
15.0,0.0,0,,8.0,0.0,2,9655.98046875,115871.765625,1.0,5.3422052838927625,0.0,2.0,1.0,2,163532.6875,30611.45703125,41245.17578125,986.894215676039
15.0,0.0,0,,1.0,0.0,4,12342.192708333334,148106.3125,1.0,4.875971555278335,0.0,0.0,1.0,2,149260.59375,30611.45703125,40558.76171875,1012.07581670499
15.0,0.0,0,,4.0,0.0,4,7629.343098958333,91552.1171875,1.0,4.1253079646318085,0.0,1.0,1.0,2,126281.6875,30611.45703125,40558.76171875,1301.24042501713
15.0,0.0,0,,5.0,0.0,4,2696.666927083333,32360.003125,1.0,1.6449313746270193,0.0,1.0,1.0,2,50353.74609375,30611.45703125,40558.76171875,9108.68303225013
15.0,0.0,0,,5.0,0.0,3,4035.9846354166666,48431.815625,1.0,2.3398768307362454,0.0,1.0,1.0,2,71627.0390625,30611.45703125,41684.78515625,476.702500603725
15.0,1.0,0,13.0,4.0,1.0,3,3747.55859375,44970.703125,1.0,1.593925017606638,0.0,1.0,1.0,2,48792.3671875,30611.45703125,43537.83203125,579.334289546478
15.0,1.0,0,,8.0,0.0,3,1769.8240559895833,21237.888671875,1.0,0.9809669658763639,0.0,2.0,1.0,0,30028.828125,30611.45703125,41684.78515625,582.636404793577
15.0,0.0,0,,10.0,0.0,2,2931.7614583333334,35181.1375,1.0,1.7316867038012855,0.0,3.0,2.0,2,53009.453125,30611.45703125,41245.17578125,986.894154846295
15.0,0.0,0,,6.0,0.0,4,3433.171875,41198.0625,1.0,1.761785856066707,0.0,2.0,1.0,2,53930.83203125,30611.45703125,40558.76171875,828.062093840921
15.0,0.0,0,,4.0,0.0,1,6068.076822916667,72816.921875,1.0,2.90457170281807,0.0,1.0,1.0,2,88913.171875,30611.45703125,42584.00390625,918.318578365917
15.0,0.0,0,,6.0,0.0,4,5924.528645833333,71094.34375,1.0,2.650823776279638,0.0,2.0,1.0,2,81145.578125,30611.45703125,40558.76171875,1482.92068770237
15.0,1.0,0,,3.0,1.0,1,6486.713107638889,77840.55729166667,1.0,2.9201763075584575,0.0,1.0,1.0,2,89390.8515625,30611.45703125,46233.65234375,1952.53779987248
15.0,0.0,0,,7.0,1.0,2,5328.645461309524,63943.74553571428,1.0,2.881823377761569,0.0,2.0,1.0,2,88216.8125,30611.45703125,44187.7421875,1110.25596222067
15.0,0.0,0,,5.0,0.0,3,6779.378125,81352.5375,1.0,3.537063903131653,0.0,1.0,1.0,2,108274.6796875,30611.45703125,41684.78515625,476.702482539376
15.0,0.0,0,,5.0,0.0,4,2405.666927083333,28868.003125,1.0,1.3526832592933635,0.0,1.0,1.0,2,41407.60546875,30611.45703125,40558.76171875,1821.73654583623
15.0,0.0,0,,8.0,0.0,2,5754.265625,69051.1875,1.0,2.7913422938434636,0.0,2.0,1.0,2,85447.0546875,30611.45703125,41245.17578125,888.204830606281
15.0,0.0,0,,2.0,0.0,4,9390.423177083334,112685.078125,1.0,4.264445769576929,0.0,0.0,1.0,2,130540.8984375,30611.45703125,40558.76171875,3036.22767741671
15.0,0.0,0,,5.0,0.0,4,4654.322395833334,55851.86875,1.0,1.9893381422626562,0.0,1.0,1.0,2,60896.5390625,30611.45703125,40558.76171875,910.868272918113
15.0,0.0,0,,2.0,0.0,4,13236.5,158838.0,1.0,5.19637650986731,0.0,0.0,1.0,2,159068.65625,30611.45703125,40558.76171875,2277.17075806253
15.0,0.0,0,,3.0,0.0,1,13205.453125,158465.4375,1.0,6.8742215466967345,0.0,1.0,1.0,2,210429.9375,30611.45703125,42584.00390625,918.318494552528
15.0,0.0,0,,9.0,0.0,4,8751.504050925925,105018.04861111111,1.0,3.9937525944189862,0.0,3.0,1.0,2,122254.5859375,30611.45703125,40558.76171875,910.868272918113
15.0,0.0,0,,8.0,0.0,4,1341.05224609375,16092.626953125,1.0,0.629528325855324,0.0,2.0,1.0,0,19270.779296875,30611.45703125,40558.76171875,910.868272918113
15.0,0.0,0,,5.0,0.0,2,2875.578125,34506.9375,1.0,1.6659279045976072,0.0,1.0,1.0,2,50996.48046875,30611.45703125,41245.17578125,8882.04769776538
15.0,0.0,0,,6.0,0.0,2,7400.106770833333,88801.28125,1.0,3.7430108442087846,0.0,2.0,1.0,2,114579.015625,30611.45703125,41245.17578125,2007.17492477276
15.0,1.0,0,,2.0,0.0,3,8001.419921875,96017.0390625,1.0,3.5270196654566504,0.0,0.0,1.0,2,107967.2109375,30611.45703125,41684.78515625,582.636367548126
15.0,0.0,0,13.0,3.0,0.0,3,2729.523003472222,32754.276041666668,1.0,1.3707606412172322,0.0,1.0,2.0,2,41960.98046875,30611.45703125,41684.78515625,655.465936770049
15.0,1.0,0,,2.0,0.0,2,3755.68359375,45068.203125,1.0,1.5653243596370998,0.0,0.0,1.0,2,47916.859375,30611.45703125,41245.17578125,888.204769776538
15.0,1.0,0,,1.0,0.0,4,5912.329427083333,70947.953125,1.0,2.9952089782560734,0.0,0.0,1.0,2,91687.7109375,30611.45703125,40558.76171875,1138.58537903127
15.0,1.0,0,,4.0,0.0,3,6677.536458333333,80130.4375,1.0,3.1504562030173293,0.0,1.0,2.0,2,96440.0546875,30611.45703125,41684.78515625,7531.34485470489
15.0,1.0,0,,3.0,0.0,3,3843.827690972222,46125.932291666664,1.0,1.5801376705744747,0.0,1.0,1.0,2,48370.31640625,30611.45703125,41684.78515625,582.636367548126
15.0,0.0,0,,9.0,0.0,2,1809.5267650462963,21714.321180555555,1.0,1.097232666537613,0.0,3.0,1.0,1,33587.890625,30611.45703125,41245.17578125,2220.51192444134
15.0,1.0,0,,13.0,0.0,4,4391.155048076923,52693.86057692308,1.0,2.003967315648387,0.0,3.0,1.0,2,61344.359375,30611.45703125,40558.76171875,1482.92051501051
15.0,0.0,0,,5.0,0.0,4,1933.3583333333333,23200.3,1.0,1.1261121467873612,0.0,1.0,1.0,1,34471.93359375,30611.45703125,40558.76171875,9108.68303225013
15.0,1.0,0,,7.0,0.0,3,1648.8128720238096,19785.754464285714,1.0,0.8950285796027402,0.0,2.0,1.0,0,27398.12890625,30611.45703125,41684.78515625,836.816106854783
15.0,0.0,0,,4.0,0.0,2,14042.0,168504.0,1.0,6.836179723865133,0.0,1.0,1.0,2,209265.421875,30611.45703125,41245.17578125,2293.91413689974
15.0,1.0,0,,1.0,0.0,3,7808.983723958333,93707.8046875,1.0,3.9560614368624494,0.0,0.0,1.0,2,121100.8046875,30611.45703125,41684.78515625,5243.72689823317
15.0,0.0,0,,6.0,0.0,4,2042.6953125,24512.34375,1.0,1.2194478093820316,0.0,2.0,1.0,1,37329.07421875,30611.45703125,40558.76171875,1821.73654583623
15.0,1.0,0,,2.0,0.0,2,3715.7955729166665,44589.546875,1.0,1.7603835777888002,0.0,0.0,1.0,2,53887.90625,30611.45703125,41245.17578125,8882.04769776538
15.0,0.0,0,,2.0,0.0,2,5914.050130208333,70968.6015625,1.0,2.833266190546253,0.0,0.0,1.0,2,86730.40625,30611.45703125,41245.17578125,807.458881615034
15.0,0.0,0,,3.0,0.0,1,6186.936197916667,74243.234375,1.0,2.797646101917774,0.0,1.0,1.0,2,85640.0234375,30611.45703125,42584.00390625,2525.37586001945
15.0,1.0,0,,4.0,0.0,4,7487.0859375,89845.03125,1.0,3.849828744420524,0.0,1.0,1.0,2,117848.8671875,30611.45703125,40558.76171875,1821.73654583623
15.0,0.0,0,,1.0,0.0,1,12515.0390625,150180.46875,1.0,4.944257364832127,0.0,0.0,1.0,2,151350.921875,30611.45703125,42584.00390625,2020.30078859163
15.0,0.0,0,,12.0,0.0,2,2219.933159722222,26639.197916666668,1.0,1.131548479410474,0.0,3.0,1.0,1,34638.34765625,30611.45703125,41245.17578125,986.894215676039
15.0,1.0,0,,5.0,0.0,3,2537.3729166666667,30448.475,1.0,1.2382062322713374,0.0,1.0,1.0,1,37903.296875,30611.45703125,41684.78515625,374.551953227042
15.0,1.0,0,,1.0,1.0,4,5841.260416666667,70095.125,1.0,2.959205301630198,0.0,0.0,1.0,2,90585.5859375,30611.45703125,43190.125,1012.07589247224
15.0,0.0,0,,10.0,0.0,2,1695.5350260416667,20346.4203125,1.0,0.8907713398259154,0.0,3.0,1.0,0,27267.80859375,30611.45703125,41245.17578125,986.894154846295
15.0,0.0,0,,6.0,0.0,3,2366.3645833333335,28396.375,1.0,1.0415171479530552,0.0,2.0,2.0,1,31882.357421875,30611.45703125,41684.78515625,1882.83621367622
15.0,0.0,0,,3.0,0.0,1,5295.261284722223,63543.135416666664,1.0,2.871175301628922,0.0,1.0,1.0,2,87890.859375,30611.45703125,42584.00390625,10101.5041105849
15.0,0.0,0,,5.0,0.0,1,2347.2473958333335,28166.96875,1.0,1.2726407200735326,0.0,1.0,1.0,1,38957.38671875,30611.45703125,42584.00390625,1010.15039429581
15.0,1.0,0,,4.0,0.0,4,1929.73681640625,23156.841796875,1.0,1.016700880351043,0.0,1.0,1.0,1,31122.6953125,30611.45703125,40558.76171875,910.868272918113
15.0,0.0,0,,2.0,0.0,3,7018.000651041667,84216.0078125,1.0,2.964629894367828,0.0,0.0,1.0,2,90751.640625,30611.45703125,41684.78515625,1747.90921438073
15.0,1.0,0,,2.0,0.0,1,11856.0859375,142273.03125,1.0,6.264597877658399,0.0,0.0,1.0,2,191768.46875,30611.45703125,42584.00390625,1301.69186658165
15.0,0.0,0,,3.0,0.0,3,7966.290798611111,95595.48958333333,1.0,3.546875640031121,0.0,1.0,1.0,2,108575.03125,30611.45703125,41684.78515625,836.81621384294
15.0,0.0,0,,1.0,0.0,2,14031.384114583334,168376.609375,1.0,6.375602067904263,0.0,0.0,1.0,2,195166.46875,30611.45703125,41245.17578125,807.458881615034
15.0,0.0,0,,1.0,1.0,1,28412.0625,340944.75,1.0,10.0,0.0,0.0,1.0,2,343601.9375,30611.45703125,46233.65234375,7810.15068107583
15.0,0.0,0,,3.0,0.0,1,3828.578559027778,45942.942708333336,1.0,1.8767033840092295,0.0,1.0,1.0,2,57448.625,30611.45703125,42584.00390625,5050.7517200389
15.0,1.0,0,,3.0,0.0,2,9192.322916666666,110307.875,1.0,4.54768352280275,0.0,1.0,1.0,2,139211.21875,30611.45703125,41245.17578125,1110.25596222067
15.0,1.0,0,,2.0,0.0,1,8580.05859375,102960.703125,1.0,4.1342272150197035,0.0,0.0,1.0,2,126554.71875,30611.45703125,42584.00390625,1122.38926180716
15.0,0.0,0,,4.0,1.0,4,3832.2516276041665,45987.01953125,1.0,2.1334676954719645,0.0,1.0,1.0,2,65308.5546875,30611.45703125,43190.125,2595.11116030617
15.0,1.0,0,,4.0,0.0,3,264.0168863932292,3168.20263671875,1.0,0.1571891708999375,0.0,1.0,1.0,0,4811.78955078125,30611.45703125,41684.78515625,5243.72749416039
15.0,1.0,0,,5.0,0.0,3,3086.1502604166667,37033.803125,1.0,1.6164603658275924,0.0,1.0,1.0,2,49482.20703125,30611.45703125,41684.78515625,524.372712170588
15.0,0.0,0,,11.0,0.0,4,5237.291193181818,62847.494318181816,1.0,2.4900891759149104,0.0,3.0,1.0,2,76225.2578125,30611.45703125,40558.76171875,910.868272918113
15.0,0.0,0,,1.0,0.0,1,12492.653645833334,149911.84375,1.0,4.935413658055163,0.0,0.0,1.0,2,151080.203125,30611.45703125,42584.00390625,841.791925402021
15.0,1.0,0,,2.0,0.0,4,15153.725260416666,181844.703125,1.0,7.900536117183454,0.0,0.0,1.0,2,241846.921875,30611.45703125,40558.76171875,1301.24038988302
15.0,0.0,0,,5.0,0.0,1,6544.663020833334,78535.95625,1.0,2.8324678783334414,0.0,1.0,1.0,2,86705.96875,30611.45703125,42584.00390625,1087.52519718249
15.0,0.0,0,,3.0,0.0,2,6776.493055555556,81317.91666666667,1.0,3.452630136311555,0.0,1.0,1.0,2,105690.0390625,30611.45703125,41245.17578125,888.204708946794
15.0,1.0,0,,1.0,0.0,4,7643.529296875,91722.3515625,1.0,3.872241461881166,0.0,0.0,1.0,2,118534.953125,30611.45703125,40558.76171875,910.868348685363
15.0,1.0,0,,4.0,0.0,4,3585.9381510416665,43031.2578125,1.0,1.7679467437960128,0.0,1.0,1.0,2,54119.42578125,30611.45703125,40558.76171875,1821.73669737073
15.0,1.0,0,,4.0,1.0,1,10242.839192708334,122914.0703125,1.0,5.514002174175748,0.0,1.0,1.0,2,168791.640625,30611.45703125,46233.65234375,2537.55876907565
15.0,0.0,0,,5.0,0.0,3,3410.762760416667,40929.153125,1.0,1.8332877562054546,0.0,1.0,1.0,2,56119.609375,30611.45703125,41684.78515625,1747.90921438073
15.0,0.0,0,,6.0,0.0,1,5445.246527777777,65342.958333333336,1.0,2.902714248762814,0.0,2.0,1.0,2,88856.3125,30611.45703125,42584.00390625,2020.30078859163
15.0,0.0,0,,6.0,0.0,2,4176.705295138889,50120.463541666664,1.0,1.900118075174315,0.0,2.0,1.0,2,58165.3828125,30611.45703125,41245.17578125,986.894215676039
15.0,1.0,0,,3.0,0.0,2,3040.0036892361113,36480.044270833336,1.0,1.9001858347307412,0.0,1.0,1.0,2,58167.45703125,30611.45703125,41245.17578125,888.204769776538
15.0,1.0,0,,8.0,0.0,2,3931.4651692708335,47177.58203125,1.0,1.9986478714502958,0.0,2.0,1.0,2,61181.5234375,30611.45703125,41245.17578125,1110.25596222067
15.0,1.0,0,,4.0,0.0,1,9410.292317708334,112923.5078125,1.0,5.2834221459923665,0.0,1.0,1.0,2,161733.25,30611.45703125,42584.00390625,1683.58385080404
15.0,0.0,0,,9.0,0.0,3,2635.4939236111113,31625.927083333332,1.0,1.2816232637570721,0.0,3.0,1.0,1,39232.35546875,30611.45703125,41684.78515625,941.418213826268
15.0,0.0,0,,1.0,0.0,1,10987.274739583334,131847.296875,1.0,4.3406904558431645,0.0,0.0,1.0,2,132874.859375,30611.45703125,42584.00390625,10101.5034400778
15.0,1.0,0,,4.0,0.0,2,5978.18359375,71738.203125,1.0,3.250095418471408,0.0,1.0,1.0,2,99490.15625,30611.45703125,41245.17578125,888.204769776538
15.0,0.0,0,,1.0,0.0,2,13074.735677083334,156896.828125,1.0,5.10077453894471,0.0,0.0,1.0,2,156142.140625,30611.45703125,41245.17578125,16057.3993981821
15.0,0.0,0,,4.0,0.0,4,6214.435546875,74573.2265625,1.0,2.823315616740209,0.0,1.0,1.0,2,86425.8046875,30611.45703125,40558.76171875,3036.22767741671
15.0,0.0,0,,1.0,1.0,1,23449.854166666668,281398.25,1.0,9.264223349790015,0.0,0.0,1.0,2,283591.375,30611.45703125,46233.65234375,2537.55876907565
15.0,0.0,0,,1.0,1.0,1,33481.984375,401783.8125,1.0,10.0,0.0,0.0,1.0,2,404915.15625,30611.45703125,46233.65234375,3806.33800751256
15.0,0.0,0,,5.0,0.0,4,3534.74453125,42416.934375,1.0,1.594136718367676,0.0,1.0,1.0,2,48798.84765625,30611.45703125,40558.76171875,1301.24038988302
15.0,0.0,0,,7.0,1.0,4,3500.668898809524,42008.02678571428,1.0,1.7841354078391554,0.0,2.0,1.0,2,54614.984375,30611.45703125,43190.125,10380.4446412247
15.0,1.0,0,,4.0,0.0,2,2159.4471028645835,25913.365234375,1.0,1.0675081059442997,0.0,1.0,1.0,1,32677.978515625,30611.45703125,41245.17578125,740.170600927286
15.0,1.0,0,,3.0,0.0,1,5482.077256944444,65784.92708333333,1.0,2.6730700936243106,0.0,1.0,1.0,2,81826.5703125,30611.45703125,42584.00390625,1122.38934562055
15.0,0.0,0,,6.0,0.0,4,4055.3059895833335,48663.671875,1.0,2.1775507102439304,0.0,2.0,1.0,2,66658.0,30611.45703125,40558.76171875,1821.73654583623
15.0,0.0,0,,10.0,0.0,3,2369.5822916666666,28434.9875,1.0,1.3106174631051768,0.0,3.0,1.0,1,40119.91015625,30611.45703125,41684.78515625,873.954532699463
15.0,0.0,0,,4.0,0.0,2,1839.0257161458333,22068.30859375,1.0,1.014637212655137,0.0,1.0,1.0,1,31059.5234375,30611.45703125,41245.17578125,555.127981110336
15.0,0.0,0,,3.0,1.0,4,5278.519965277777,63342.239583333336,1.0,2.656723068734605,0.0,1.0,1.0,2,81326.1640625,30611.45703125,43190.125,2595.11116030617
15.0,0.0,0,,14.0,0.0,4,3044.108444940476,36529.30133928572,1.0,1.5441384602093808,0.0,3.0,1.0,2,47268.328125,30611.45703125,40558.76171875,1012.07596823949
15.0,0.0,0,,6.0,0.0,4,4351.859809027777,52222.317708333336,1.0,2.201208110780622,0.0,2.0,1.0,2,67382.1875,30611.45703125,40558.76171875,3036.22767741671
15.0,0.0,0,,4.0,0.0,2,1869.07373046875,22428.884765625,1.0,1.1133078875569082,0.0,1.0,1.0,1,34079.9765625,30611.45703125,41245.17578125,986.894215676039
15.0,0.0,0,,5.0,0.0,3,1880.7951822916666,22569.5421875,1.0,1.1165657057783078,0.0,1.0,1.0,1,34179.703125,30611.45703125,41684.78515625,2621.86344911658
15.0,0.0,0,,4.0,0.0,2,3681.9599609375,44183.51953125,1.0,2.1931479137521657,0.0,1.0,1.0,2,67135.453125,30611.45703125,41245.17578125,2293.91447508146
15.0,0.0,0,,6.0,0.0,1,6260.290798611111,75123.48958333333,1.0,2.8470171694549107,0.0,2.0,1.0,2,87151.34375,30611.45703125,42584.00390625,1122.38934562055
15.0,1.0,0,,1.0,0.0,4,8165.157552083333,97981.890625,1.0,4.136500414149982,0.0,0.0,1.0,2,126624.3046875,30611.45703125,40558.76171875,828.062093840921
15.0,1.0,0,,1.0,1.0,4,38771.036458333336,465252.4375,1.0,10.0,0.0,0.0,1.0,2,538673.6875,30611.45703125,43190.125,2076.08889370657
15.0,1.0,0,,1.0,0.0,1,8723.298177083334,104679.578125,1.0,3.9328590844956564,0.0,0.0,1.0,2,120390.546875,30611.45703125,42584.00390625,1562.03021397728
15.0,1.0,0,,3.0,1.0,3,18023.196180555555,216278.35416666666,1.0,8.380335538687836,0.0,1.0,1.0,2,256534.28125,30611.45703125,43537.83203125,2621.86374708019
15.0,0.0,0,12.0,3.0,0.0,2,9416.519097222223,112998.22916666667,1.0,3.864455110442335,0.0,1.0,1.0,2,118296.6015625,30611.45703125,41245.17578125,2293.91413689974
15.0,0.0,0,,7.0,1.0,4,7794.530505952381,93534.36607142857,1.0,4.064163068030211,0.0,2.0,1.0,2,124409.953125,30611.45703125,43190.125,1153.38266116192
15.0,0.0,0,,10.0,0.0,4,4014.367708333333,48172.4125,1.0,1.8628489154578944,0.0,3.0,1.0,2,57024.51953125,30611.45703125,40558.76171875,910.868272918113
15.0,1.0,0,,5.0,0.0,3,1788.2739583333334,21459.2875,1.0,0.8377940857264303,0.0,1.0,2.0,0,25646.09765625,30611.45703125,41684.78515625,2621.86374708019
15.0,1.0,0,,3.0,0.0,1,5013.592013888889,60163.104166666664,1.0,2.374952545979198,0.0,1.0,1.0,2,72700.7578125,30611.45703125,42584.00390625,2020.30078859163
